year,week,week_dim,week final,day,org_id,organization_name,application,app_name,metric_id,metric_name,jobType,scoped,scoped_level,changeId,scenarioId,scenarioName,executionStartedAt,execution_time,computed_rows,updated_rows,upserted_rows,nb_executions,nb_batch_executions,executionId,dims,nb_dims,Exclude,Exclude app
2026,3,WK 3 26,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,METRIC_REV,Revenue Calc,Formula,True,FullyScoped,CHG_0001,,Budget 2026,2026-01-12T11:08:00.000Z,278.4,15265.0,,0.0,1.0,0.0,EXEC_0001,Product|Region|Time,3.0,False,False
2026,3,WK 3 26,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,METRIC_REV,Revenue Calc,Formula,True,FullyScoped,CHG_0002,,Actual,2026-01-12T16:05:00.000Z,267.1,14297.0,,0.0,1.0,0.0,EXEC_0002,Product|Region|Time,3.0,False,False
2026,3,WK 3 26,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,METRIC_REV,Revenue Calc,Formula,True,FullyScoped,CHG_0003,,Forecast Q1,2026-01-12T09:13:00.000Z,239.1,15153.0,,0.0,1.0,0.0,EXEC_0003,Product|Region|Time,3.0,False,False
2026,3,WK 3 26,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,METRIC_REV,Revenue Calc,Formula,True,FullyScoped,CHG_0004,,Forecast Q2,2026-01-12T16:12:00.000Z,276.8,15301.0,,0.0,1.0,0.0,EXEC_0004,Product|Region|Time,3.0,False,False
2026,3,WK 3 26,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,METRIC_REV,Revenue Calc,Formula,True,FullyScoped,CHG_0005,,Batch Refresh,2026-01-12T04:14:00.000Z,283.7,14800.0,,0.0,1.0,1.0,EXEC_0005,Product|Region|Time,3.0,False,False
2026,3,WK 3 26,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,METRIC_FX,FX Conversion,Formula,True,FullyScoped,CHG_0006,,Forecast Q1,2026-01-12T14:21:00.000Z,392.0,48576.0,,0.0,1.0,0.0,EXEC_0006,Currency|Time,2.0,False,False
2026,3,WK 3 26,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,METRIC_FX,FX Conversion,Formula,True,FullyScoped,CHG_0007,,Forecast Q2,2026-01-12T13:06:00.000Z,368.7,47983.0,,0.0,1.0,0.0,EXEC_0007,Currency|Time,2.0,False,False
2026,3,WK 3 26,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,METRIC_FX,FX Conversion,Formula,True,FullyScoped,CHG_0008,,Batch Refresh,2026-01-12T03:38:00.000Z,444.6,48630.0,,0.0,1.0,1.0,EXEC_0008,Currency|Time,2.0,False,False
2026,3,WK 3 26,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,METRIC_COST,Cost Allocation,Formula,False,PartiallyScoped,CHG_0009,,Budget 2026,2026-01-12T16:18:00.000Z,2087.8,252962.0,,0.0,1.0,0.0,EXEC_0009,Product|Region|Time|CostCenter,4.0,False,False
2026,3,WK 3 26,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,METRIC_COST,Cost Allocation,Formula,False,PartiallyScoped,CHG_0010,,Forecast Q1,2026-01-12T13:36:00.000Z,1724.6,239238.0,,0.0,1.0,0.0,EXEC_0010,Product|Region|Time|CostCenter,4.0,False,False
