year,week,week_dim,day,org_id,organization,app_id,app_name,blockId,blockName,changeId,scoped,scoped_level,workers,macroFormula,backingMetricId,jobType,executionId,executionStartedAt,execution_time,computed_rows,deleted_rows,upserted_rows,nb_executions,nb_batch_executions
2026,3,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BLOCK_ARM_REV,ARM_Revenue,CHG_ARM_0001,False,NonApplicable,0,ARM_FORMULA_01,,Formula,EXEC_ARM_0001,2026-01-12T16:04:00.000Z,3938.2,150201.0,0.0,0.0,1.0,0.0
2026,3,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BLOCK_ARM_REV,ARM_Revenue,CHG_ARM_0002,False,NonApplicable,0,ARM_FORMULA_01,,Formula,EXEC_ARM_0002,2026-01-12T05:27:00.000Z,3623.9,149681.0,0.0,0.0,1.0,1.0
2026,3,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BLOCK_ARM_COST,ARM_Cost,CHG_ARM_0003,False,NonApplicable,0,ARM_FORMULA_02,,Formula,EXEC_ARM_0003,2026-01-12T13:16:00.000Z,2974.4,256716.0,0.0,0.0,1.0,0.0
2026,3,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BLOCK_ARM_COST,ARM_Cost,CHG_ARM_0004,False,NonApplicable,0,ARM_FORMULA_02,,Formula,EXEC_ARM_0004,2026-01-12T08:07:00.000Z,3109.2,249071.0,0.0,0.0,1.0,0.0
2026,3,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BLOCK_ARM_COST,ARM_Cost,CHG_ARM_0005,False,NonApplicable,0,ARM_FORMULA_02,,Formula,EXEC_ARM_0005,2026-01-12T02:53:00.000Z,2992.8,243749.0,0.0,0.0,1.0,1.0
2026,3,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BLOCK_ARM_CONSOL,ARM_Consolidation,CHG_ARM_0006,False,NonApplicable,0,ARM_FORMULA_06,,Formula,EXEC_ARM_0006,2026-01-12T13:37:00.000Z,27747.9,2051470.0,0.0,0.0,1.0,0.0
2026,3,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BLOCK_ARM_CONSOL,ARM_Consolidation,CHG_ARM_0007,False,NonApplicable,0,ARM_FORMULA_06,,Formula,EXEC_ARM_0007,2026-01-12T15:39:00.000Z,28401.1,1968266.0,0.0,0.0,1.0,0.0
2026,3,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BLOCK_ARM_CONSOL,ARM_Consolidation,CHG_ARM_0008,False,NonApplicable,0,ARM_FORMULA_06,,Formula,EXEC_ARM_0008,2026-01-12T02:13:00.000Z,25924.5,2029643.0,0.0,0.0,1.0,1.0
2026,3,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BLOCK_UPM_FIN,UPM_Finance,CHG_ARM_0009,False,NonApplicable,0,UPM_FORMULA_01,,Formula,EXEC_ARM_0009,2026-01-12T09:27:00.000Z,1212.4,47529.0,0.0,0.0,1.0,0.0
2026,3,WK 3 26,2026-01-12,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BLOCK_UPM_FIN,UPM_Finance,CHG_ARM_0010,False,NonApplicable,0,UPM_FORMULA_01,,Formula,EXEC_ARM_0010,2026-01-12T09:00:00.000Z,1081.8,49885.0,0.0,0.0,1.0,0.0
